date,meantemp,humidity,wind_speed,meanpressure
2013-01-01,10.0,84.5,0.0,1015.6666666666664
2013-01-02,7.4,92.0,2.98,1017.8
2013-01-03,7.166666666666668,87.0,4.633333333333334,1018.6666666666664
2013-01-04,8.666666666666666,71.33333333333333,1.2333333333333334,1017.1666666666664
2013-01-05,6.0,86.83333333333331,3.7,1016.5
2013-01-06,7.0,82.8,1.48,1018.0
2013-01-07,7.0,78.6,6.3,1020.0
2013-01-08,8.857142857142858,63.714285714285715,7.142857142857142,1018.7142857142856
2013-01-09,14.0,51.25,12.5,1017.0
2013-01-10,11.0,62.0,7.399999999999999,1015.6666666666664
2013-01-11,15.714285714285715,51.28571428571429,10.571428571428571,1016.1428571428572
2013-01-12,14.0,74.0,13.228571428571426,1015.5714285714287
2013-01-13,15.833333333333336,75.16666666666667,4.633333333333334,1013.3333333333336
2013-01-14,12.833333333333336,88.16666666666669,0.6166666666666667,1015.1666666666664
2013-01-15,14.714285714285715,71.85714285714286,0.5285714285714286,1015.8571428571428
2013-01-16,13.833333333333336,86.66666666666669,0.0,1016.6666666666664
2013-01-17,16.5,80.83333333333333,5.250000000000001,1015.8333333333336
2013-01-18,13.833333333333336,92.16666666666669,8.950000000000003,1014.5
2013-01-19,12.5,76.66666666666667,5.883333333333333,1021.6666666666664
2013-01-20,11.285714285714285,75.28571428571429,8.471428571428572,1020.2857142857144
2013-01-21,11.2,77.0,2.22,1021.0
2013-01-22,9.5,79.66666666666667,3.083333333333333,1021.8
2013-01-23,14.0,60.16666666666666,4.016666666666667,1020.5
2013-01-24,13.833333333333336,60.66666666666666,6.166666666666668,1020.5
2013-01-25,12.25,67.0,5.55,1020.75
2013-01-26,12.666666666666664,64.16666666666667,6.8000000000000025,1019.6666666666664
2013-01-27,12.857142857142858,65.57142857142857,5.557142857142856,1018.1428571428572
2013-01-28,14.833333333333336,56.0,3.7,1017.8333333333336
2013-01-29,14.125,65.5,3.2375,1016.625
2013-01-30,14.714285714285715,70.42857142857143,1.0571428571428572,1017.8571428571428
2013-01-31,16.2,65.6,2.96,1018.4
2013-02-01,16.0,73.0,2.22,1016.0
2013-02-02,16.285714285714285,77.57142857142857,1.3285714285714287,1017.1428571428572
2013-02-03,18.0,65.57142857142857,1.8571428571428568,1015.2857142857144
2013-02-04,17.428571428571427,74.28571428571429,11.114285714285712,1014.5714285714287
2013-02-05,16.625,92.375,9.725,1016.375
2013-02-06,16.666666666666668,71.33333333333333,8.633333333333333,1018.6666666666664
2013-02-07,15.6,59.4,10.74,1018.6
2013-02-08,14.0,70.42857142857143,9.257142857142854,1017.1428571428572
2013-02-09,15.428571428571427,61.28571428571429,9.257142857142854,1016.8571428571428
2013-02-10,15.25,71.5,3.475,1017.125
2013-02-11,15.875,70.5,5.325,1016.5
2013-02-12,15.333333333333336,70.33333333333333,7.416666666666668,1017.5
2013-02-13,16.285714285714285,70.14285714285714,6.085714285714286,1016.0
